用户名,性别,身份证号,登录地区,登录设备,消费额
axue,男,61063220010302****,四川,Android,0
lipeng,男,42092119930504****,云南,Android,228.9
li33,男,37078619980727****,福建,Android,9.9
jiajie,男,61043020010225****,山东,Android,0
songjuan,女,51152619960225****,山西,Android,0
nluo,女,13092419970414****,甘肃,Android,39.7
guolei,女,37012519970831****,贵州,Android,69.5
pingguo,女,52232320000623****,四川,iOS,-
fangshen,男,41152820010913****,浙江,Android,19.9
li10,女,33082420021205****,贵州,iOS,-
icai,男,51000020030404****,北京,iOS,29.9
yonghe,女,35052519890413****,黑龙江,iOS,0
gang47,男,53072319980715****,陕西,Android,0
baijie,女,53042119950518****,河北,Android,0
ptao,男,42102219990327****,山东,Android,0
yongtian,女,42032219881214****,四川,Android,49.6
chaolu,男,62122819970821****,内蒙古,Android,0
ayi,女,50011119940910****,广东,iOS,49.6
fangliang,女,14062219991001****,浙江,Android,49.6
mengli,女,23112119970224****,江苏,iOS,169.3
yixiulan,女,34162219980209****,山东,iOS,79.7
gshao,1,45088119850930****,湖北,Android,-
qiangchen,男,14030020031030****,河南,Android,9.9
ugong,女,61030319970425****,江西,Android,0
gangyuan,1,23108419760129****,陕西,Android,39.7
zhougang,男,34082220001031****,天津,iOS,-
edeng,女,14072120000427****,山东,iOS,368
ehou,0,45092220030716****,江苏,Android,0
yiguiying,女,34062119871123****,天津,Android,0
xiulan17,男,65292919970926****,浙江,Android,29.8
xia43,男,33018219831031****,山东,iOS,0
na70,女,15092420010406****,福建,iOS,79.4
juanqiu,男,61060119970910****,江西,iOS,199
vzeng,0,50022920011010****,河南,Android,19.8
jie19,0,52010220010421****,山东,iOS,19.8
guoguiying,男,44538119840909****,安徽,iOS,19.9
ycui,女,65020220000901****,河南,Android,0
xiulan50,男,13012819781002****,广东,iOS,-
kfeng,0,14070219960505****,福建,Android,0
pdeng,男,22050219970712****,新疆,Android,48.5
jieliao,男,33112219971224****,河北,iOS,-
majie,女,14092419920103****,山东,iOS,0
btang,女,45140020040529****,山东,Android,-
guiying55,男,22040019980608****,河北,iOS,-
kangchao,女,14020020040115****,安徽,iOS,0
changxiulan,男,51080119860713****,吉林,Android,59.6
juanfeng,女,22082119991110****,湖北,iOS,29.8
minyi,男,21140120001129****,上海,iOS,0
yan29,女,14088219980727****,江西,Android,-
cqiu,女,63272620060705****,吉林,Android,99.3
yandai,女,52042419930719****,吉林,iOS,-
zyan,女,33050219980523****,江西,Android,9.9
uliu,男,13062219960515****,重庆,Android,0
sunjing,男,61062319911002****,浙江,iOS,0
yonglin,男,41152219980414****,浙江,iOS,0
fchen,男,37078119940901****,吉林,Android,0
pbai,男,22010620000515****,浙江,Android,0
xiuyingzeng,男,15090119890508****,黑龙江,Android,19.8
rtao,男,23270119960111****,广东,iOS,-
li79,男,42052619840801****,北京,iOS,-
cluo,女,34160019980306****,广西,iOS,198.5
tzhu,女,41130119890125****,四川,Android,9.9
mjiang,男,14072919970522****,贵州,Android,-
gsun,1,22050019940305****,广东,Android,-
luoli,女,31011920040322****,江西,Android,29.7
tliao,男,21011220020519****,辽宁,Android,9.9
liaoxia,女,45042119980902****,江苏,Android,9.9
nachen,男,45122619961104****,陕西,Android,0
naguo,男,51182519970105****,四川,Android,159.2
hanping,男,37081119891215****,山东,Android,-
jchen,女,13040419890902****,江苏,Android,149.5
rding,男,65400320020330****,浙江,Android,0
ligu,女,43011119980506****,吉林,iOS,0
ishao,男,36040320010528****,河北,Android,-
yanluo,男,41061119980906****,河北,Android,69.5
jie42,女,23050619980421****,浙江,iOS,69.8
gangtang,女,44011420040722****,广东,iOS,0
luxia,0,14110220000911****,广东,iOS,59.6
openg,男,12010720011116****,江苏,iOS,9.9
xiulanma,男,35098219921006****,湖北,iOS,-
lumin,女,65270019980101****,四川,iOS,369.1
guiying20,男,52222919871103****,江苏,iOS,49.6
weiliu,0,65422319980629****,江西,Android,0
yang10,男,14083020001116****,陕西,iOS,288.4
yan51,女,33110219970213****,天津,Android,69.5
dailei,女,15030319991002****,浙江,iOS,99.4
qhe,女,32050220010725****,福建,iOS,0
guiyingliu,女,33112420010915****,河南,Android,139.5
fufang,女,36082419991013****,浙江,iOS,328.1
min60,男,45060020051213****,陕西,iOS,109.6
fyi,男,62082319960704****,江苏,iOS,-
nlin,女,45062119980519****,四川,iOS,9.9
ming99,男,36012420020412****,安徽,iOS,208.8
tyuan,男,61060120010416****,西藏,iOS,-
nayan,男,51110019960605****,辽宁,Android,198.8
ncai,男,34088119971202****,陕西,Android,258.7
chao34,1,53012220000328****,江西,iOS,0
yangmin,男,64010620011019****,甘肃,iOS,0
tanjing,女,32110019981205****,湖北,iOS,-
guiyingmao,男,54000019840601****,浙江,Android,39.6
yantan,男,37132819790329****,贵州,iOS,29.7
xiulan27,女,21068219970819****,辽宁,Android,-
zhengming,男,54262519950402****,广东,Android,39.8
thuang,男,21090019961109****,江西,Android,0
yang28,女,34032119970802****,浙江,iOS,69.8
mzhang,男,44028220060429****,北京,Android,9.9
qiuchao,男,45032919950321****,北京,Android,0
juandong,男,37140219991218****,甘肃,Android,0
tanqiang,女,62110219850520****,贵州,iOS,119.4
ganghou,1,61060019981028****,四川,Android,0
zhaomin,男,21128220051021****,河南,Android,0
jingfan,0,45068120020109****,河北,iOS,-
zcheng,0,46902619980131****,安徽,Android,19.8
chaohou,男,21142220040513****,山东,Android,109.6
jie05,女,43080120011014****,广东,Android,0
gma,女,65020419970418****,山东,iOS,-
yinqiang,女,37082719970506****,山东,Android,0
jieqiao,女,31011319960906****,广东,Android,89.7
jiehu,女,41152619840930****,北京市,iOS,0
pjia,0,51182219990609****,广东,iOS,19.8
ping19,女,61083119850821****,安徽,iOS,49.7
tangxia,男,44152319991112****,辽宁,Android,49.6
che,男,21140220010726****,四川,Android,0
lei50,女,34040019980223****,湖南,Android,188.9
lei24,女,46903620010915****,浙江,Android,-
gkong,0,14050119841120****,黑龙江,iOS,9.9
minzou,女,22010119980321****,内蒙古,Android,-
tao24,男,41132320011106****,浙江,Android,0
renping,男,14093020001104****,河北,iOS,0
xia18,女,65402619991004****,广西,Android,9.9
pengyang,1,65422319970308****,陕西,Android,139.1
ping21,男,61030219870209****,河南,Android,89.6
yinxiulan,男,34112619761213****,浙江,iOS,29.8
shaowei,男,52040119850219****,安徽,iOS,19.9
dshao,男,44122319980509****,陕西,Android,318.1
chaohu,女,51080020030821****,福建,Android,29.8
ping29,女,22020019850623****,广东,Android,49.6
yangjing,女,14010819990528****,山东,iOS,0
rzhang,男,43020120000731****,江苏,iOS,119.4
jie67,男,35072119970618****,广东,Android,0
mzhao,女,45010320000916****,湖南,Android,-
vkang,女,54230020010112****,江西,Android,29.8
xiulan47,男,53292519970216****,新疆,iOS,0
xiejun,女,43042419980907****,浙江,Android,69.8
guiyinggu,女,44060620011012****,河南,Android,0
fxie,女,32082919910627****,江苏,iOS,-
yang74,女,43122719900327****,黑龙江,Android,9.9
wliang,女,41112119970403****,安徽,Android,0
oxiao,男,21021219970623****,河南,Android,-
jiefeng,女,65292819990625****,辽宁,Android,9.9
wei44,女,53011119740703****,广东,Android,457.3
taoduan,0,65292919980916****,广东,iOS,0
xiuyingdeng,男,46010619950825****,黑龙江,Android,49.6
chentao,女,61082719850505****,江苏,iOS,0
xia54,男,51018319881120****,安徽,iOS,39.8
tangtao,女,15062719900718****,广东,Android,29.7
liaomin,0,62092319880901****,江苏,iOS,69.8
yanwu,女,37078420020505****,福建,iOS,0
juanmao,男,37080119831103****,浙江,Android,89.7
na16,男,33108119990823****,陕西,Android,9.9
jwu,女,37083020040823****,山东,iOS,89.6
yingang,男,13012119850928****,四川,Android,29.8
yan50,男,21088219990814****,湖北,iOS,169
wanli,女,64040019860105****,河南,Android,0
panjuan,男,54252420000824****,云南,Android,0
kxue,女,33020419981205****,重庆,Android,0
xueyang,女,42280219930317****,广西,Android,0
ohou,女,61092719981125****,江苏,iOS,19.8
tianping,女,21012420020415****,浙江,Android,19.8
yang44,女,61040119811109****,北京,iOS,0
yong47,女,15042520060206****,湖北,Android,9.9
yan19,女,43010119981103****,黑龙江,Android,149.5
xiading,男,41050319990310****,河南,iOS,-
ywen,女,37061319871228****,浙江,iOS,119.5
syan,女,51162320050815****,安徽,Android,89.5
lidai,女,14103420051117****,湖南,Android,39.8
jiachao,男,65230319960813****,江苏,iOS,-
ghan,女,13098419961227****,福建,Android,9.9
gwan,男,54252319980202****,天津,Android,0
35947,女,65282419980802****,广东,iOS,89.6
ctang,男,52032319971119****,江西,iOS,-
hutao,女,54222919961110****,山西,iOS,99.4
tanwei,男,15052219860919****,云南,iOS,0
li78,女,44051320010814****,广东,iOS,139.1
yyao,女,41042520060405****,湖南,Android,-
yangliang,0,54012120041212****,河南,iOS,0
weijin,男,41120219960213****,浙江,Android,0
fang83,男,42032419920329****,安徽,Android,0
guiying42,女,23062220000703****,河南,iOS,-
wei17,女,34132219951010****,江西,Android,49.8
gjiang,女,37020019951201****,浙江,iOS,19.9
longxiuying,女,61100219941111****,福建,Android,39.8
na65,0,21100219970130****,海南,Android,0
ulin,女,43122419961031****,重庆市,Android,0
zhaotao,女,41050019901110****,福建,Android,198.9
xiuying71,1,23050020040508****,四川,iOS,0
jie53,女,44040319980404****,河南,iOS,0
lei44,女,37098319850601****,安徽,iOS,0
xiulan80,女,31010419920914****,广东,iOS,-
gmeng,男,61072819860614****,广东,Android,646.6
pmeng,0,37130019970304****,江苏,iOS,0
vqiao,女,53080019981028****,山西,Android,29.8
jie85,女,62292120010822****,山西,Android,9.9
leilong,0,65292919971030****,海南,iOS,0
cuijuan,0,15030020000804****,黑龙江,iOS,89.7
uzeng,男,62050319970206****,山东,iOS,-
yiping,男,37020319910705****,广东,iOS,149.3
fang06,女,45020520010221****,江苏,iOS,0
junyin,女,23012420011026****,山西,Android,49.7
shaochao,男,44080319970114****,山东,Android,0
yang84,女,52220020000426****,河南,iOS,49.7
li21,女,42122119971003****,江苏,Android,-
xiaping,男,36112819980928****,四川,Android,99.7
wfan,女,41122420001121****,辽宁,iOS,9.9
na48,女,53062820060124****,天津,Android,0
qdeng,女,52012319990224****,辽宁,iOS,0
xjin,男,64018120061120****,山西,Android,158.3
qiang27,男,13052119971005****,广东,iOS,9.9
lei63,女,34040220030504****,重庆市,Android,-
wmao,1,41152719800208****,黑龙江,Android,69.8
guiyingwan,男,36082620011001****,黑龙江,Android,9.9
rfang,女,54213320010830****,江西,iOS,-
azheng,男,65230119931106****,江西,Android,-
yanhe,男,41162220020914****,天津,iOS,109.4
ldu,女,33102419940316****,山东,Android,119.4
rkong,女,64012120010804****,安徽,Android,0
xuyan,女,44078120041117****,安徽,Android,0
pingzhang,男,45020119881108****,广东,iOS,0
juanzhong,0,22080219960508****,上海,Android,0
jingxue,男,44172320001125****,江苏,iOS,39.8
jietao,女,37070219770427****,贵州,Android,39.8
songli,0,41010119880527****,陕西,Android,198.8
xuxiuying,女,14042320010119****,河南,Android,0
juantang,男,43058119870804****,四川,iOS,-
sxiang,女,36030219980904****,湖北,iOS,9.9
na72,男,33020519920706****,山东,iOS,89.5
minshen,女,21028220060808****,贵州,Android,0
min59,男,13068320021207****,湖南,iOS,49.7
fang94,女,45120019990602****,天津,iOS,49.7
qiaoyan,女,32050719920118****,黑龙江,iOS,0
mchang,女,41170219940829****,浙江,iOS,19.9
txue,女,36072820010814****,广西,Android,0
gaoyong,男,43110020060614****,陕西,Android,159
yumin,男,35080019971215****,河南,Android,0
chaoyin,男,65322420000211****,广东,iOS,0
sunli,男,41110019810926****,浙江,Android,119.4
yongwei,男,65020019960613****,山西,Android,0
dxu,女,33100419960824****,江苏,iOS,19.9
fanmin,男,42010419970126****,上海市,iOS,9.9
fanglei,男,23122319851211****,上海,iOS,228.9
xiuying45,女,51152719980313****,江苏,iOS,19.8
eshao,男,45110019980111****,湖南,iOS,19.9
pantao,1,41092319990226****,吉林,Android,0
tao23,男,53082119970607****,湖南,iOS,29.9
eluo,0,51050119971212****,北京市,Android,0
ping70,女,65432320060518****,浙江,iOS,89.8
renjie,男,23062320000913****,山东,Android,0
kyuan,女,42020119770417****,黑龙江,Android,0
wshi,0,43012419980922****,辽宁,Android,-
maqiang,男,12010920030531****,湖南,Android,198.8
tlai,1,23040619990418****,河南,Android,0
exia,女,23090119940319****,重庆市,Android,-
yanghao,男,13012820010731****,重庆市,Android,29.7
cuiwei,0,34012120010810****,陕西,Android,109.4
dingping,女,42900520040825****,湖北,iOS,0
uhao,男,13032419980105****,四川,iOS,9.9
otang,女,36042519871125****,山东,iOS,119.4
qiangzou,女,51050419981026****,湖北,Android,0
fangfu,女,54242920061112****,重庆,iOS,0
whe,女,42032519990313****,江西,Android,209
xiuying46,女,21070319920718****,福建,Android,149.1
rma,男,37132419960131****,湖北,Android,-
lizhu,男,41010819900530****,四川,Android,0
eren,男,51160219850728****,陕西,Android,0
funa,男,33028119910823****,北京,iOS,865.4
fang72,女,52263019921017****,重庆,Android,169.1
ganglu,女,23070019980917****,江西,iOS,0
scao,女,13043020060302****,上海市,iOS,169.2
ljia,男,34040219990208****,山东,Android,39.8
zouming,女,34012219981108****,江苏,Android,129.5
gang99,女,42900519911105****,广东,iOS,9.9
na82,男,63282320051222****,山东,Android,9.9
xiuying73,女,42102319960115****,河南,Android,0
wchen,男,34152519980507****,陕西,Android,457.7
mingqin,女,43130219880708****,上海市,Android,-
yang20,0,35021119820517****,辽宁,Android,0
nacai,男,22052420060719****,甘肃,Android,-
qmeng,女,12011019780410****,江苏,iOS,208.8
vsong,女,33052119911115****,广东,Android,19.9
taozou,男,14092220020310****,广西,Android,-
hliu,男,43072520011022****,内蒙古,Android,28.8
yanzhong,男,61082220010424****,贵州,Android,9.9
zenglei,女,36080319961021****,江苏,Android,109.4
dtang,女,31023020050119****,山东,Android,268.4
lixiang,1,34050120030412****,广西,iOS,-
weishen,女,50020019870606****,上海,iOS,178.9
jing00,男,45102819991005****,浙江,Android,0
zkang,女,44000020011122****,浙江,iOS,0
hqin,男,51172119960318****,福建,iOS,199.2
xiuying80,男,15010219950108****,吉林,Android,19.8
taolei,男,65322419980514****,湖南,iOS,-
tangjun,男,32000020000228****,福建,Android,407.8
yinjuan,男,32090319900406****,北京市,iOS,29.8
shaoxiuying,男,34082619910828****,上海,iOS,626.4
mingxiong,女,21132419980816****,安徽,Android,0
mlu,男,41062219970617****,广东,iOS,-
ndeng,男,43022119980827****,天津,Android,9.9
yejun,女,52020319970719****,浙江,iOS,-
jkang,男,36112720000628****,河南,Android,638.4
xiuying18,女,41052219970202****,河南,Android,79.3
junwu,女,32050620000616****,云南,Android,39.7
min55,男,43312319980513****,内蒙古,Android,0
yongcheng,女,21021219980526****,上海市,iOS,-
dchen,女,41010419990209****,安徽,Android,0
natian,女,15050120000403****,江苏,iOS,99.4
pengyan,女,61011420001115****,黑龙江,Android,0
caoli,0,41152520000119****,北京,Android,369.1
chao28,男,50011119860223****,重庆,Android,89.3
dren,男,65010319980423****,河北,Android,109.2
xiuyingzou,男,51111319961229****,福建,Android,109.6
llu,女,21040219850203****,浙江,iOS,0
junyao,女,45060119960110****,湖南,Android,-
vlong,男,15222219970629****,四川,Android,19.9
byao,女,23052420030305****,陕西,Android,0
qiangxu,女,33032219790110****,江西,Android,29.9
yzheng,女,13082820000419****,陕西,iOS,0
taoguo,女,11011220011005****,四川,iOS,89.6
na88,男,23108119970917****,湖南,iOS,-
ming20,女,53012120000324****,河南,iOS,0
yangzhang,女,61062620011102****,河南,iOS,0
juan22,女,21041119960901****,贵州,iOS,9.9
junmao,女,32040020010919****,贵州,Android,0
chaoren,女,36098319970823****,吉林,Android,9.9
leicao,女,41162419870302****,江西,iOS,0
qiang35,男,23052119760903****,重庆市,iOS,39.8
juan38,男,23012619880712****,广东,iOS,9.9
qiang78,男,44142119971001****,浙江,Android,517.2
mingkong,女,13098320030701****,安徽,Android,109.6
jinming,女,61060220030218****,重庆市,iOS,0
kchen,0,61052120011209****,湖北,iOS,-
min28,男,23020619991223****,湖北,iOS,0
wcao,女,50010620000926****,山东,iOS,19.9
chao64,男,13052619980405****,山东,iOS,49.6
yongpeng,女,43040019880417****,四川,iOS,99.5
tianjun,女,54262419911128****,上海市,iOS,-
pengjun,女,44022220030810****,黑龙江,Android,119.5
azhang,男,37070019950414****,山东,Android,19.9
jiekong,女,41088319810423****,浙江,iOS,229
caimin,男,41130219920310****,北京,iOS,0
wlai,女,61080019910313****,浙江,iOS,89.7
ping61,女,43060019960902****,江苏,iOS,-
wsong,男,13082319810804****,江西,Android,-
duanli,女,14092419890729****,广东,Android,109.4
min15,男,62010220011115****,辽宁,Android,39.8
zhouna,男,13000019880301****,广东,iOS,228.7
xiulan25,0,37052219990927****,江西,Android,0
duyan,男,22058220001030****,广东,Android,199
yanshao,女,15020419860503****,江苏,Android,0
tanfang,女,54233819881212****,浙江,iOS,9.9
shiyan,女,43122420020702****,陕西,iOS,-
yan96,0,51323220000611****,陕西,Android,159.4
gang35,男,64040119941214****,青海,Android,9.9
yong24,女,12010019951018****,四川,Android,59.6
qiang10,0,45138119990616****,贵州,Android,39.8
changmin,男,51032119960327****,河北,Android,39.8
rmo,女,14010119960525****,浙江,Android,0
min87,女,51050019930115****,江苏,iOS,39.8
ttan,男,50011720010402****,江西,Android,0
zhengmin,男,34040219930506****,安徽,Android,89.5
na95,女,21122420000721****,河南,Android,0
yinjie,女,53092119980129****,广东,Android,29.7
nazhao,男,51342520060526****,安徽,iOS,69.8
gangwang,男,62060019930430****,江苏,iOS,0
maochao,男,37068619810812****,重庆,iOS,-
kongxiulan,男,34020219970113****,河南,iOS,89.6
fang33,女,43052220011230****,广东,iOS,99.3
ghao,女,53282319911114****,辽宁,Android,0
chenna,女,36050019961230****,上海市,Android,129.5
yanmo,女,22030019930221****,浙江,Android,0
taoshi,女,34030219881002****,江苏,iOS,477.3
jie64,女,34010419970206****,浙江,iOS,49.6
tao73,男,61083120000115****,湖北,iOS,-
ksun,女,42118220040403****,山东,iOS,0
jingwang,男,32072419960731****,浙江,iOS,159.4
pengwei,女,61092119980225****,山东,iOS,199
qiangliao,女,61048119970925****,山西,Android,-
acao,男,52242719910227****,江西,Android,0
weixiuying,男,61042920010702****,重庆,iOS,89.3
jing78,男,42098420060221****,宁夏,Android,0
nxie,男,51208119991011****,海南,iOS,9.9
xiahao,女,41100019910621****,广东,Android,119.4
xiongtao,女,62012120040131****,上海,Android,-
oyang,女,14100219880301****,广东,Android,-
xiongguiying,女,13068119990806****,天津,iOS,9.9
tangyan,男,51130419950714****,安徽,Android,0
cwen,女,34102419980331****,贵州,Android,39.8
baiming,男,22040119960113****,江西,iOS,49.8
liwan,男,37050219900809****,浙江,Android,19.8
lei06,男,41172119970719****,内蒙古,Android,39.8
tao41,女,13102519960120****,重庆,Android,9.9
zengguiying,男,13068420000317****,江苏,iOS,9.9
yangtao,女,35098119951115****,广东,iOS,59.6
wujie,女,41170119890220****,安徽,Android,9.9
qianming,男,51142419970601****,湖北,Android,268.7
btian,女,61011219970930****,山东,iOS,228.9
dluo,女,33020019880119****,河南,iOS,29.8
xiuyingliao,男,51323319990306****,安徽,iOS,199
xuna,女,52222619960326****,广西,iOS,-
ufu,男,23071320020731****,湖北,Android,198.8
glei,男,62010020050612****,上海,iOS,49.6
32295,男,35080120060119****,江西,iOS,19.9
44005,女,15092819831106****,江苏,iOS,0
xiuying38,女,41110219920104****,安徽,Android,19.9
houjie,0,42090220001218****,江苏,Android,0
juanxia,男,33038219990309****,广西,Android,0
xiuying87,女,42052619800725****,河南,iOS,9.9
43997,0,44522220001024****,天津,iOS,0
zhaojie,男,50022320010402****,江苏,iOS,-
wdai,女,35010119980131****,安徽,Android,0
weiyuan,女,42100219991121****,河南,Android,229
gangqiao,0,22028419850325****,浙江,iOS,0
yong09,男,65220019870324****,山东,iOS,259
psu,男,23272220050423****,贵州,Android,0
min32,女,37090320030712****,江苏,iOS,-
wei97,女,64032319990121****,江苏,iOS,119.6
vliang,1,53062119900411****,江苏,iOS,0
qiuyong,女,36072619971115****,上海市,iOS,0
lei47,女,62112319990722****,福建,Android,0
tcui,0,64012220060331****,江苏,Android,9.9
yong43,女,65210120011010****,湖南,iOS,0
wlin,女,32098119930409****,广东,iOS,198.8
lzhou,女,53232219960929****,云南,Android,0
lihao,女,53262519990321****,河北,Android,169.1
yong42,女,63272519920330****,吉林,Android,0
jie13,男,52030320000604****,河南,iOS,228.9
jiedai,女,14010920000124****,四川,Android,79.7
lkang,男,43122219900901****,山东,Android,79.8
plong,女,34162220010306****,湖北,iOS,-
fang57,女,33080120040603****,河南,Android,19.9
min00,男,52270120041103****,贵州,iOS,19.9
zfang,0,33080119990103****,内蒙古,iOS,208.9
weiduan,女,32058519960308****,福建,iOS,69.5
wei73,男,62052320000426****,湖北,Android,29.8
atang,女,13042520060907****,上海,Android,79.7
yonglai,女,35010020000715****,江苏,iOS,0
lugang,女,37082619971001****,广东,Android,9.9
xia86,男,54240020030621****,四川,iOS,0
xiulan63,男,51102519880708****,吉林,Android,-
nwang,女,51333119980710****,浙江,iOS,9.9
lei48,女,42032119970125****,天津,Android,-
taowen,女,15062720000217****,山东,Android,0
tao18,1,41058120061212****,山西,iOS,0
weiye,男,44060619970827****,江苏,iOS,218.8
ping02,女,31010720000917****,西藏,Android,19.9
ping20,女,34010120010724****,云南,iOS,198.8
nachang,男,42032419981008****,陕西,Android,49.6
guiyingsun,男,41040120010420****,四川,Android,19.9
zqin,女,65402420011105****,江西,Android,0
juanzeng,男,41072519990316****,四川,iOS,79.8
wei28,女,23081119940924****,浙江,Android,199.2
jingpan,1,50023220011124****,山东,Android,39.6
fang13,男,34050220020629****,江苏,iOS,0
zengchao,女,51062319980510****,云南,iOS,99.3
juanli,女,15040319850907****,贵州,Android,0
dongxiulan,女,32000020060125****,广东,Android,29.8
shiguiying,女,51060319910805****,湖北,Android,0
atao,女,13053319970403****,浙江,iOS,-
gaona,男,33102419910918****,河南,Android,59.6
cuijie,女,36072720060821****,江西,Android,-
lujuan,女,62122119960821****,江苏,Android,0
fluo,男,51150119990814****,江西,Android,99.3
yong21,女,54212919980929****,广东,Android,169
rsun,女,65900220010605****,山东,Android,49.6
xiuying40,女,23082220060314****,海南,iOS,69.8
qiang96,女,65422119970917****,江苏,Android,0
xiangfang,男,53082220011208****,吉林,Android,19.8
na01,女,64050119801224****,四川,Android,149.2
jing64,女,51052520001010****,天津,iOS,-
guiying83,女,52010120011225****,上海,iOS,19.8
jing23,女,33102419870813****,山东,iOS,0
tlin,男,61040319780330****,安徽,Android,59.7
jinghan,0,42070120030204****,湖南,iOS,0
xiongfang,男,11010619870925****,浙江,iOS,238.7
ming51,女,34070319960206****,江苏,Android,0
leilai,女,43010020051012****,山东,Android,109.4
xzhao,男,33112319871114****,天津,iOS,89.6
pdai,女,41080220000109****,山西,iOS,0
vmao,女,36112820030603****,浙江,iOS,19.9
qxia,男,65400019780705****,山东,iOS,39.8
guiyingfu,女,43070219840715****,浙江,iOS,19.8
liwen,女,61032319831107****,四川,Android,39.8
lilei,女,62302619900516****,浙江,Android,-
gaojing,0,44122519990416****,山西,Android,238.7
isun,女,37098319920908****,天津,Android,89.7
pluo,女,32100320010406****,上海市,iOS,0
phu,男,62042120030917****,四川,Android,468.1
xia06,女,21110020050227****,湖北,Android,-
luyan,女,13013220000724****,广东,iOS,-
leipeng,女,21140320010705****,浙江,Android,19.9
omeng,女,14043019980621****,北京市,iOS,29.8
guiyingkang,男,34040620001207****,福建,Android,9.9
yejing,女,12011119871017****,广西,iOS,29.8
yongzhao,男,37083220001022****,广东,Android,99.1
ali,男,44522220020726****,安徽,Android,0
weiqiu,男,14090019991118****,山东,iOS,69.8
xiulanjiang,男,36110119780929****,广东,iOS,-
ryao,男,33050219930211****,江苏,Android,19.9
lutao,女,33108219980821****,河北,Android,0
akong,男,44051519970921****,湖北,iOS,-
wyin,男,32098119750409****,山东,iOS,0
gang04,女,54262320010211****,湖北,Android,9.9
tao99,女,21030419850926****,浙江,iOS,139.4
fanjie,男,61102319900710****,上海,iOS,39.8
xiana,0,54233619940929****,江苏,iOS,0
zhangping,男,14040019990515****,福建,Android,-
tao13,女,44030320020712****,黑龙江,Android,169
lwu,女,14112820011119****,湖南,iOS,19.9
lyi,女,50023519800425****,江苏,iOS,99.1
kongjing,女,42082220050702****,湖北,iOS,79.8
yangming,0,51011419890703****,北京,Android,188.9
lcui,男,41082320050727****,山东,iOS,9.9
agao,女,61032220030911****,四川,iOS,0
chao14,0,14112220000105****,重庆市,Android,19.9
qiangxie,男,43122520030716****,陕西,Android,0
jie71,女,54262619980728****,福建,Android,29.8
juan64,男,43030119981225****,福建,Android,19.8
wmeng,女,42028119941123****,广东,iOS,149.5
lei60,男,31023019971024****,上海,iOS,9.9
minghan,女,51132219970308****,四川,Android,79.8
24624,女,34040420000525****,福建,iOS,-
yanliang,女,22240019851105****,广东,iOS,0
mingu,女,37020519931104****,广西,Android,0
chengjie,女,31011219960730****,宁夏,iOS,29.7
tiangang,女,42032220010919****,河北,Android,9.9
sumin,女,62122720040508****,北京,iOS,-
hanxiulan,女,65230020031026****,河北,Android,0
luolei,女,13040219950426****,江西,iOS,109.4
chaokang,女,15042320030612****,湖南,Android,0
yong60,男,13010819960511****,吉林,Android,0
lishi,男,13112819960506****,福建,iOS,29.7
liaoming,0,36100220060105****,湖南,Android,0
li24,男,41040419960130****,福建,Android,377.7
tao51,男,33078120030227****,湖南,Android,149.1
hyu,女,37082619900707****,浙江,iOS,19.9
tlong,1,62290019970116****,浙江,iOS,99.3
shenlei,女,14118220000205****,山东,iOS,0
jingcui,女,32010119960506****,浙江,Android,9.9
etang,男,22072119770627****,内蒙古,Android,0
guiying92,女,43082119940617****,安徽,Android,0
31564,男,11010419940929****,湖北,iOS,89.7
hanfang,女,63212120010106****,辽宁,Android,139.5
izeng,男,13100320010322****,安徽,iOS,39.8
qiangzhu,1,41032620021128****,河北,Android,0
li80,男,53042319990827****,河南,Android,-
dengqiang,女,33080320001009****,江苏,iOS,79.3
xiagu,女,37130120021213****,广东,iOS,238.7
kzeng,0,33068220051223****,山东,iOS,229.2
chu,男,35012420000217****,河北,Android,0
pfu,女,13020519940912****,江西,Android,79.3
rli,女,14112620040714****,江苏,iOS,0
li82,男,14042319960818****,北京市,iOS,29.8
eli,女,37010219981220****,江苏,iOS,298.1
tangwei,女,32010720040104****,河南,Android,0
zhonggang,男,65402419941204****,湖北,iOS,-
lxiang,女,54233319960831****,浙江,Android,0
yangjin,女,51070119890329****,湖北,Android,259
ming33,女,13098220000413****,云南,iOS,149.5
xueyong,0,46903820060109****,江西,iOS,248.7
qiang08,女,34140220011104****,广东,iOS,-
xiulanxia,男,45120119890503****,江苏,Android,0
pingxia,女,35060319990628****,陕西,Android,0
liuping,男,53042519970912****,北京,iOS,9.9
jie23,男,54242520011015****,山东,iOS,-
gang96,男,13052819961230****,黑龙江,iOS,457.3
ping39,女,52222320000331****,天津,iOS,9.9
weideng,女,42090019860330****,广东,iOS,9.9
ocui,男,41162120010626****,河北,Android,49.6
zengxia,男,41100020021209****,江西,Android,19.8
ojia,女,51170219971010****,湖北,Android,9.9
tao05,女,32050220001020****,陕西,Android,0
dongjie,男,61052319870610****,福建,Android,39.8
yan09,女,50023419960924****,陕西,Android,39.6
qiangqin,男,41078220040322****,北京市,Android,358.3
jiegong,女,35072120040927****,安徽,iOS,0
fuqiang,女,31011719990212****,广西,Android,906.6
suxia,男,43018119970210****,福建,Android,0
yinmin,男,53010320020509****,河南,Android,9.9
psong,女,21032119930702****,吉林,Android,0
min93,女,37142319980829****,天津,Android,9.9
weihan,女,62122520010420****,北京,iOS,169
dengwei,男,41070219960609****,陕西,Android,59.6
